,state,date,21067,21111,total_cnts
480,KY,2020-10-23,0.0,6.0,22.0
589,KY,2020-10-24,0.0,4.0,14.0
75,KY,2020-10-25,1.0,7.0,18.0
319,KY,2020-10-26,1.0,7.0,21.0
320,KY,2020-10-27,1.0,9.0,23.0
129,KY,2020-10-28,0.0,5.0,25.0
427,KY,2020-10-29,1.0,5.0,18.0
76,KY,2020-10-30,1.0,9.0,25.0
7,KY,2020-10-31,1.0,8.0,24.0
605,KY,2020-11-01,1.0,9.0,18.0
8,KY,2020-11-02,1.0,7.0,27.0
321,KY,2020-11-03,1.0,6.0,28.0
9,KY,2020-11-04,1.0,5.0,31.0
130,KY,2020-11-05,1.0,12.0,35.0
10,KY,2020-11-06,6.0,10.0,30.0
255,KY,2020-11-07,1.0,11.0,30.0
428,KY,2020-11-08,0.0,10.0,26.0
520,KY,2020-11-09,1.0,13.0,26.0
77,KY,2020-11-10,1.0,15.0,39.0
11,KY,2020-11-11,5.0,5.0,33.0
12,KY,2020-11-12,1.0,7.0,29.0
131,KY,2020-11-13,4.0,13.0,33.0
429,KY,2020-11-14,1.0,7.0,22.0
521,KY,2020-11-15,0.0,18.0,31.0
430,KY,2020-11-16,5.0,6.0,27.0
322,KY,2020-11-17,1.0,16.0,38.0
78,KY,2020-11-18,1.0,12.0,41.0
13,KY,2020-11-19,0.0,13.0,38.0
132,KY,2020-11-20,1.0,13.0,40.0
133,KY,2020-11-21,1.0,14.0,37.0
256,KY,2020-11-22,1.0,10.0,33.0
257,KY,2020-11-23,4.0,14.0,43.0
134,KY,2020-11-24,0.0,9.0,32.0
135,KY,2020-11-25,1.0,6.0,41.0
136,KY,2020-11-26,5.0,12.0,36.0
14,KY,2020-11-27,4.0,9.0,35.0
15,KY,2020-11-28,4.0,14.0,47.0
16,KY,2020-11-29,0.0,10.0,32.0
137,KY,2020-11-30,1.0,10.0,36.0
17,KY,2020-12-01,4.0,7.0,36.0
79,KY,2020-12-02,1.0,9.0,39.0
18,KY,2020-12-03,4.0,6.0,38.0
19,KY,2020-12-04,1.0,15.0,39.0
20,KY,2020-12-05,1.0,9.0,35.0
138,KY,2020-12-06,4.0,7.0,31.0
139,KY,2020-12-07,5.0,12.0,48.0
140,KY,2020-12-08,1.0,12.0,48.0
80,KY,2020-12-09,1.0,9.0,43.0
141,KY,2020-12-10,6.0,15.0,38.0
323,KY,2020-12-11,1.0,11.0,53.0
142,KY,2020-12-12,1.0,12.0,35.0
402,KY,2020-12-13,1.0,8.0,25.0
21,KY,2020-12-14,1.0,11.0,41.0
22,KY,2020-12-15,1.0,27.0,58.0
81,KY,2020-12-16,1.0,8.0,40.0
143,KY,2020-12-17,1.0,12.0,39.0
23,KY,2020-12-18,1.0,9.0,36.0
24,KY,2020-12-19,1.0,8.0,29.0
144,KY,2020-12-20,4.0,6.0,27.0
348,KY,2020-12-21,5.0,10.0,41.0
145,KY,2020-12-22,4.0,10.0,44.0
146,KY,2020-12-23,5.0,13.0,48.0
522,KY,2020-12-24,4.0,11.0,35.0
147,KY,2020-12-25,1.0,18.0,33.0
148,KY,2020-12-26,5.0,16.0,42.0
349,KY,2020-12-27,1.0,15.0,42.0
149,KY,2020-12-28,8.0,13.0,46.0
150,KY,2020-12-29,4.0,9.0,36.0
151,KY,2020-12-30,4.0,12.0,48.0
244,KY,2020-12-31,6.0,13.0,47.0
25,KY,2021-01-01,1.0,9.0,34.0
152,KY,2021-01-02,1.0,9.0,39.0
350,KY,2021-01-03,1.0,11.0,33.0
153,KY,2021-01-04,4.0,13.0,43.0
82,KY,2021-01-05,4.0,12.0,56.0
154,KY,2021-01-06,1.0,10.0,31.0
155,KY,2021-01-07,0.0,12.0,47.0
26,KY,2021-01-08,1.0,13.0,47.0
431,KY,2021-01-09,5.0,11.0,34.0
351,KY,2021-01-10,6.0,8.0,34.0
352,KY,2021-01-11,5.0,7.0,34.0
258,KY,2021-01-12,4.0,12.0,57.0
83,KY,2021-01-13,1.0,15.0,47.0
259,KY,2021-01-14,1.0,9.0,40.0
353,KY,2021-01-15,1.0,12.0,46.0
354,KY,2021-01-16,7.0,8.0,46.0
432,KY,2021-01-17,4.0,10.0,38.0
156,KY,2021-01-18,5.0,5.0,39.0
355,KY,2021-01-19,8.0,10.0,48.0
324,KY,2021-01-20,1.0,16.0,40.0
356,KY,2021-01-21,1.0,16.0,49.0
403,KY,2021-01-22,1.0,15.0,45.0
481,KY,2021-01-23,1.0,9.0,29.0
523,KY,2021-01-24,4.0,14.0,37.0
84,KY,2021-01-25,4.0,19.0,48.0
157,KY,2021-01-26,6.0,9.0,45.0
260,KY,2021-01-27,1.0,8.0,32.0
557,KY,2021-01-28,1.0,8.0,29.0
261,KY,2021-01-29,0.0,14.0,35.0
85,KY,2021-01-30,4.0,7.0,31.0
493,KY,2021-01-31,0.0,9.0,27.0
86,KY,2021-02-01,1.0,15.0,36.0
87,KY,2021-02-02,1.0,12.0,35.0
27,KY,2021-02-03,1.0,12.0,39.0
325,KY,2021-02-04,1.0,12.0,39.0
357,KY,2021-02-05,1.0,6.0,32.0
158,KY,2021-02-06,1.0,14.0,39.0
553,KY,2021-02-07,1.0,11.0,26.0
159,KY,2021-02-08,4.0,9.0,42.0
28,KY,2021-02-09,5.0,6.0,34.0
160,KY,2021-02-10,1.0,6.0,21.0
295,KY,2021-02-11,1.0,8.0,22.0
262,KY,2021-02-12,1.0,11.0,24.0
326,KY,2021-02-13,1.0,6.0,20.0
327,KY,2021-02-14,1.0,4.0,20.0
263,KY,2021-02-15,1.0,8.0,27.0
264,KY,2021-02-16,1.0,5.0,25.0
161,KY,2021-02-17,0.0,7.0,24.0
358,KY,2021-02-18,1.0,7.0,20.0
29,KY,2021-02-19,1.0,4.0,16.0
524,KY,2021-02-20,4.0,7.0,27.0
618,KY,2021-02-21,1.0,1.0,12.0
359,KY,2021-02-22,1.0,8.0,22.0
360,KY,2021-02-23,1.0,6.0,20.0
265,KY,2021-02-24,0.0,4.0,17.0
88,KY,2021-02-25,1.0,8.0,19.0
574,KY,2021-02-26,0.0,8.0,19.0
525,KY,2021-02-27,1.0,1.0,10.0
698,KY,2021-02-28,0.0,4.0,7.0
433,KY,2021-03-01,0.0,4.0,11.0
434,KY,2021-03-02,1.0,5.0,17.0
526,KY,2021-03-03,1.0,6.0,17.0
527,KY,2021-03-04,1.0,1.0,10.0
328,KY,2021-03-05,1.0,1.0,9.0
601,KY,2021-03-06,1.0,1.0,12.0
699,KY,2021-03-07,0.0,1.0,7.0
528,KY,2021-03-08,1.0,5.0,16.0
435,KY,2021-03-09,1.0,1.0,10.0
361,KY,2021-03-10,1.0,4.0,12.0
691,KY,2021-03-11,0.0,5.0,12.0
89,KY,2021-03-12,1.0,1.0,10.0
482,KY,2021-03-13,1.0,5.0,14.0
558,KY,2021-03-14,1.0,1.0,6.0
529,KY,2021-03-15,1.0,1.0,10.0
602,KY,2021-03-16,1.0,1.0,6.0
266,KY,2021-03-17,0.0,1.0,8.0
329,KY,2021-03-18,1.0,1.0,15.0
640,KY,2021-03-19,1.0,6.0,11.0
330,KY,2021-03-20,1.0,5.0,11.0
331,KY,2021-03-21,0.0,1.0,5.0
404,KY,2021-03-22,1.0,1.0,6.0
530,KY,2021-03-23,0.0,1.0,10.0
362,KY,2021-03-24,1.0,4.0,8.0
575,KY,2021-03-25,1.0,1.0,9.0
30,KY,2021-03-26,1.0,5.0,15.0
559,KY,2021-03-27,1.0,0.0,6.0
332,KY,2021-03-28,0.0,1.0,9.0
531,KY,2021-03-29,1.0,5.0,14.0
641,KY,2021-03-30,1.0,1.0,8.0
576,KY,2021-03-31,1.0,5.0,11.0
586,KY,2021-04-01,1.0,1.0,6.0
405,KY,2021-04-02,0.0,1.0,8.0
296,KY,2021-04-03,1.0,1.0,4.0
642,KY,2021-04-04,1.0,1.0,6.0
606,KY,2021-04-05,0.0,1.0,4.0
607,KY,2021-04-06,0.0,1.0,7.0
532,KY,2021-04-07,0.0,1.0,10.0
680,KY,2021-04-08,0.0,1.0,5.0
678,KY,2021-04-09,0.0,1.0,8.0
533,KY,2021-04-10,0.0,1.0,9.0
643,KY,2021-04-11,1.0,1.0,5.0
363,KY,2021-04-12,0.0,6.0,17.0
297,KY,2021-04-13,0.0,1.0,7.0
560,KY,2021-04-14,0.0,9.0,16.0
561,KY,2021-04-15,0.0,1.0,5.0
364,KY,2021-04-16,0.0,1.0,9.0
90,KY,2021-04-17,1.0,4.0,11.0
534,KY,2021-04-18,0.0,4.0,9.0
162,KY,2021-04-19,0.0,5.0,16.0
298,KY,2021-04-20,0.0,4.0,13.0
299,KY,2021-04-21,0.0,0.0,7.0
300,KY,2021-04-22,1.0,1.0,6.0
608,KY,2021-04-23,1.0,1.0,8.0
301,KY,2021-04-24,1.0,0.0,9.0
302,KY,2021-04-25,0.0,4.0,18.0
535,KY,2021-04-26,1.0,1.0,8.0
644,KY,2021-04-27,1.0,5.0,13.0
163,KY,2021-04-28,1.0,5.0,17.0
536,KY,2021-04-29,1.0,4.0,15.0
303,KY,2021-04-30,0.0,1.0,6.0
594,KY,2021-05-01,0.0,7.0,13.0
436,KY,2021-05-02,1.0,9.0,13.0
595,KY,2021-05-03,1.0,1.0,7.0
537,KY,2021-05-04,0.0,1.0,9.0
365,KY,2021-05-05,0.0,4.0,15.0
645,KY,2021-05-06,1.0,6.0,12.0
437,KY,2021-05-07,1.0,4.0,14.0
304,KY,2021-05-08,1.0,1.0,11.0
625,KY,2021-05-09,1.0,1.0,6.0
596,KY,2021-05-10,1.0,4.0,15.0
587,KY,2021-05-11,1.0,1.0,6.0
646,KY,2021-05-12,4.0,1.0,12.0
31,KY,2021-05-13,0.0,1.0,11.0
609,KY,2021-05-14,0.0,1.0,10.0
597,KY,2021-05-15,0.0,4.0,9.0
647,KY,2021-05-16,1.0,6.0,12.0
648,KY,2021-05-17,1.0,1.0,9.0
438,KY,2021-05-18,0.0,5.0,12.0
164,KY,2021-05-19,1.0,8.0,17.0
681,KY,2021-05-20,0.0,1.0,6.0
679,KY,2021-05-21,0.0,5.0,9.0
649,KY,2021-05-22,1.0,1.0,6.0
676,KY,2021-05-23,0.0,1.0,5.0
650,KY,2021-05-24,1.0,1.0,5.0
651,KY,2021-05-25,1.0,1.0,8.0
652,KY,2021-05-26,1.0,1.0,10.0
366,KY,2021-05-27,0.0,1.0,10.0
653,KY,2021-05-28,1.0,1.0,10.0
577,KY,2021-05-29,0.0,0.0,5.0
677,KY,2021-05-30,0.0,1.0,6.0
483,KY,2021-05-31,0.0,1.0,7.0
538,KY,2021-06-01,0.0,1.0,5.0
165,KY,2021-06-02,1.0,1.0,9.0
32,KY,2021-06-03,0.0,1.0,9.0
166,KY,2021-06-04,0.0,4.0,8.0
715,KY,2021-06-05,0.0,0.0,5.0
167,KY,2021-06-06,1.0,1.0,6.0
700,KY,2021-06-07,0.0,4.0,9.0
168,KY,2021-06-08,0.0,1.0,8.0
488,KY,2021-06-09,0.0,1.0,8.0
494,KY,2021-06-10,0.0,1.0,11.0
674,KY,2021-06-11,0.0,1.0,7.0
484,KY,2021-06-12,0.0,0.0,4.0
539,KY,2021-06-13,0.0,1.0,4.0
628,KY,2021-06-14,0.0,1.0,4.0
33,KY,2021-06-15,0.0,1.0,10.0
367,KY,2021-06-16,0.0,1.0,10.0
682,KY,2021-06-17,0.0,0.0,6.0
489,KY,2021-06-18,1.0,4.0,13.0
500,KY,2021-06-19,1.0,0.0,9.0
701,KY,2021-06-20,0.0,1.0,4.0
562,KY,2021-06-21,1.0,1.0,7.0
333,KY,2021-06-22,0.0,0.0,7.0
683,KY,2021-06-23,0.0,1.0,5.0
629,KY,2021-06-24,0.0,0.0,4.0
654,KY,2021-06-25,1.0,1.0,5.0
368,KY,2021-06-26,0.0,1.0,3.0
702,KY,2021-06-27,0.0,1.0,1.0
439,KY,2021-06-28,0.0,0.0,6.0
719,KY,2021-06-29,0.0,0.0,1.0
440,KY,2021-06-30,0.0,0.0,6.0
578,KY,2021-07-01,1.0,0.0,3.0
655,KY,2021-07-02,1.0,1.0,9.0
490,KY,2021-07-03,0.0,1.0,5.0
441,KY,2021-07-04,0.0,1.0,7.0
630,KY,2021-07-05,0.0,0.0,5.0
169,KY,2021-07-06,1.0,0.0,8.0
170,KY,2021-07-07,0.0,1.0,10.0
91,KY,2021-07-08,0.0,1.0,7.0
245,KY,2021-07-09,0.0,1.0,9.0
540,KY,2021-07-10,0.0,1.0,9.0
692,KY,2021-07-11,0.0,0.0,8.0
656,KY,2021-07-12,1.0,0.0,8.0
684,KY,2021-07-13,0.0,4.0,10.0
590,KY,2021-07-14,0.0,1.0,10.0
369,KY,2021-07-15,0.0,1.0,8.0
686,KY,2021-07-16,0.0,1.0,6.0
370,KY,2021-07-17,0.0,4.0,13.0
171,KY,2021-07-18,1.0,1.0,10.0
371,KY,2021-07-19,1.0,1.0,11.0
442,KY,2021-07-20,0.0,1.0,11.0
305,KY,2021-07-21,1.0,5.0,17.0
372,KY,2021-07-22,1.0,0.0,17.0
92,KY,2021-07-23,1.0,0.0,16.0
93,KY,2021-07-24,1.0,1.0,13.0
94,KY,2021-07-25,1.0,1.0,13.0
95,KY,2021-07-26,4.0,1.0,20.0
96,KY,2021-07-27,1.0,1.0,19.0
97,KY,2021-07-28,1.0,10.0,31.0
373,KY,2021-07-29,1.0,6.0,17.0
541,KY,2021-07-30,1.0,6.0,25.0
334,KY,2021-07-31,1.0,5.0,29.0
374,KY,2021-08-01,1.0,5.0,25.0
335,KY,2021-08-02,1.0,7.0,34.0
34,KY,2021-08-03,1.0,6.0,28.0
172,KY,2021-08-04,1.0,10.0,38.0
336,KY,2021-08-05,1.0,6.0,27.0
542,KY,2021-08-06,0.0,8.0,30.0
173,KY,2021-08-07,1.0,10.0,35.0
35,KY,2021-08-08,0.0,7.0,34.0
174,KY,2021-08-09,4.0,11.0,53.0
175,KY,2021-08-10,0.0,14.0,50.0
176,KY,2021-08-11,5.0,10.0,56.0
36,KY,2021-08-12,5.0,9.0,49.0
443,KY,2021-08-13,6.0,11.0,53.0
37,KY,2021-08-14,1.0,10.0,40.0
177,KY,2021-08-15,1.0,9.0,42.0
178,KY,2021-08-16,1.0,13.0,52.0
179,KY,2021-08-17,5.0,15.0,67.0
180,KY,2021-08-18,4.0,12.0,64.0
181,KY,2021-08-19,5.0,16.0,73.0
182,KY,2021-08-20,5.0,10.0,52.0
183,KY,2021-08-21,1.0,11.0,50.0
184,KY,2021-08-22,8.0,16.0,71.0
501,KY,2021-08-23,6.0,12.0,52.0
185,KY,2021-08-24,8.0,21.0,83.0
38,KY,2021-08-25,6.0,12.0,65.0
39,KY,2021-08-26,10.0,13.0,78.0
186,KY,2021-08-27,1.0,20.0,69.0
40,KY,2021-08-28,4.0,20.0,71.0
187,KY,2021-08-29,1.0,15.0,59.0
267,KY,2021-08-30,10.0,7.0,65.0
188,KY,2021-08-31,8.0,8.0,65.0
98,KY,2021-09-01,6.0,22.0,95.0
337,KY,2021-09-02,1.0,20.0,80.0
99,KY,2021-09-03,4.0,13.0,82.0
100,KY,2021-09-04,7.0,15.0,60.0
101,KY,2021-09-05,5.0,15.0,80.0
102,KY,2021-09-06,7.0,15.0,68.0
41,KY,2021-09-07,5.0,16.0,79.0
42,KY,2021-09-08,8.0,12.0,76.0
189,KY,2021-09-09,1.0,21.0,74.0
103,KY,2021-09-10,4.0,21.0,86.0
43,KY,2021-09-11,7.0,15.0,57.0
190,KY,2021-09-12,5.0,15.0,74.0
44,KY,2021-09-13,1.0,16.0,74.0
191,KY,2021-09-14,9.0,11.0,62.0
104,KY,2021-09-15,5.0,17.0,75.0
105,KY,2021-09-16,1.0,12.0,67.0
192,KY,2021-09-17,1.0,18.0,68.0
106,KY,2021-09-18,1.0,15.0,59.0
107,KY,2021-09-19,4.0,12.0,57.0
108,KY,2021-09-20,6.0,11.0,71.0
193,KY,2021-09-21,11.0,10.0,63.0
45,KY,2021-09-22,4.0,12.0,62.0
194,KY,2021-09-23,5.0,6.0,57.0
195,KY,2021-09-24,6.0,12.0,58.0
46,KY,2021-09-25,4.0,12.0,49.0
196,KY,2021-09-26,7.0,1.0,36.0
197,KY,2021-09-27,4.0,10.0,50.0
198,KY,2021-09-28,1.0,13.0,59.0
199,KY,2021-09-29,5.0,1.0,47.0
109,KY,2021-09-30,10.0,7.0,55.0
110,KY,2021-10-01,1.0,6.0,33.0
111,KY,2021-10-02,4.0,5.0,39.0
375,KY,2021-10-03,1.0,8.0,24.0
112,KY,2021-10-04,1.0,9.0,40.0
200,KY,2021-10-05,4.0,10.0,39.0
491,KY,2021-10-06,1.0,7.0,38.0
113,KY,2021-10-07,5.0,6.0,48.0
114,KY,2021-10-08,1.0,9.0,31.0
47,KY,2021-10-09,1.0,7.0,31.0
444,KY,2021-10-10,1.0,6.0,25.0
445,KY,2021-10-11,1.0,8.0,32.0
201,KY,2021-10-12,5.0,11.0,48.0
338,KY,2021-10-13,1.0,9.0,42.0
406,KY,2021-10-14,1.0,6.0,31.0
115,KY,2021-10-15,1.0,7.0,27.0
48,KY,2021-10-16,0.0,6.0,18.0
268,KY,2021-10-17,0.0,11.0,27.0
202,KY,2021-10-18,1.0,6.0,24.0
203,KY,2021-10-19,1.0,7.0,30.0
204,KY,2021-10-20,1.0,7.0,29.0
579,KY,2021-10-21,1.0,7.0,17.0
49,KY,2021-10-22,4.0,6.0,30.0
50,KY,2021-10-23,0.0,5.0,21.0
495,KY,2021-10-24,0.0,9.0,20.0
446,KY,2021-10-25,0.0,11.0,23.0
376,KY,2021-10-26,1.0,8.0,33.0
51,KY,2021-10-27,1.0,10.0,27.0
447,KY,2021-10-28,1.0,6.0,28.0
116,KY,2021-10-29,1.0,5.0,20.0
543,KY,2021-10-30,1.0,5.0,13.0
117,KY,2021-10-31,0.0,7.0,17.0
496,KY,2021-11-01,1.0,8.0,25.0
502,KY,2021-11-02,1.0,8.0,28.0
448,KY,2021-11-03,0.0,5.0,16.0
407,KY,2021-11-04,1.0,6.0,20.0
52,KY,2021-11-05,0.0,1.0,11.0
503,KY,2021-11-06,1.0,1.0,13.0
269,KY,2021-11-07,0.0,4.0,23.0
377,KY,2021-11-08,1.0,6.0,27.0
378,KY,2021-11-09,1.0,1.0,16.0
657,KY,2021-11-10,1.0,1.0,12.0
205,KY,2021-11-11,1.0,1.0,19.0
270,KY,2021-11-12,0.0,1.0,21.0
449,KY,2021-11-13,1.0,4.0,18.0
271,KY,2021-11-14,0.0,5.0,19.0
504,KY,2021-11-15,1.0,8.0,29.0
379,KY,2021-11-16,1.0,4.0,20.0
380,KY,2021-11-17,1.0,1.0,25.0
53,KY,2021-11-18,1.0,4.0,22.0
54,KY,2021-11-19,1.0,1.0,20.0
55,KY,2021-11-20,0.0,5.0,20.0
450,KY,2021-11-21,1.0,1.0,18.0
339,KY,2021-11-22,0.0,1.0,25.0
451,KY,2021-11-23,1.0,6.0,30.0
408,KY,2021-11-24,0.0,9.0,23.0
381,KY,2021-11-25,0.0,9.0,22.0
580,KY,2021-11-26,1.0,10.0,29.0
272,KY,2021-11-27,1.0,8.0,26.0
206,KY,2021-11-28,1.0,10.0,24.0
118,KY,2021-11-29,5.0,9.0,38.0
273,KY,2021-11-30,1.0,6.0,31.0
409,KY,2021-12-01,1.0,9.0,34.0
274,KY,2021-12-02,1.0,8.0,31.0
207,KY,2021-12-03,1.0,4.0,32.0
306,KY,2021-12-04,1.0,6.0,25.0
340,KY,2021-12-05,1.0,6.0,32.0
452,KY,2021-12-06,1.0,7.0,28.0
591,KY,2021-12-07,4.0,5.0,30.0
275,KY,2021-12-08,1.0,14.0,40.0
208,KY,2021-12-09,1.0,5.0,36.0
544,KY,2021-12-10,1.0,8.0,37.0
56,KY,2021-12-11,4.0,8.0,31.0
209,KY,2021-12-12,1.0,8.0,30.0
382,KY,2021-12-13,1.0,11.0,30.0
276,KY,2021-12-14,1.0,5.0,29.0
341,KY,2021-12-15,4.0,10.0,40.0
410,KY,2021-12-16,1.0,8.0,34.0
453,KY,2021-12-17,0.0,11.0,31.0
119,KY,2021-12-18,1.0,10.0,34.0
383,KY,2021-12-19,1.0,7.0,26.0
277,KY,2021-12-20,4.0,18.0,45.0
210,KY,2021-12-21,5.0,20.0,60.0
211,KY,2021-12-22,1.0,12.0,39.0
545,KY,2021-12-23,4.0,10.0,35.0
384,KY,2021-12-24,1.0,16.0,37.0
120,KY,2021-12-25,1.0,13.0,36.0
121,KY,2021-12-26,1.0,13.0,36.0
212,KY,2021-12-27,1.0,14.0,46.0
505,KY,2021-12-28,5.0,16.0,45.0
485,KY,2021-12-29,4.0,14.0,48.0
454,KY,2021-12-30,5.0,19.0,57.0
385,KY,2021-12-31,0.0,14.0,43.0
213,KY,2022-01-01,1.0,16.0,55.0
214,KY,2022-01-02,4.0,20.0,56.0
215,KY,2022-01-03,5.0,25.0,63.0
278,KY,2022-01-04,1.0,17.0,58.0
246,KY,2022-01-05,6.0,30.0,71.0
386,KY,2022-01-06,1.0,25.0,59.0
387,KY,2022-01-07,1.0,23.0,51.0
279,KY,2022-01-08,1.0,22.0,49.0
216,KY,2022-01-09,1.0,24.0,56.0
122,KY,2022-01-10,5.0,30.0,69.0
123,KY,2022-01-11,1.0,30.0,67.0
217,KY,2022-01-12,4.0,35.0,78.0
218,KY,2022-01-13,6.0,29.0,71.0
219,KY,2022-01-14,4.0,31.0,81.0
247,KY,2022-01-15,6.0,24.0,58.0
546,KY,2022-01-16,5.0,28.0,55.0
248,KY,2022-01-17,7.0,22.0,52.0
280,KY,2022-01-18,6.0,28.0,67.0
281,KY,2022-01-19,4.0,26.0,63.0
220,KY,2022-01-20,1.0,36.0,80.0
124,KY,2022-01-21,1.0,25.0,62.0
221,KY,2022-01-22,4.0,18.0,59.0
57,KY,2022-01-23,5.0,18.0,56.0
249,KY,2022-01-24,10.0,17.0,66.0
486,KY,2022-01-25,6.0,21.0,69.0
125,KY,2022-01-26,1.0,21.0,63.0
222,KY,2022-01-27,1.0,23.0,64.0
58,KY,2022-01-28,1.0,18.0,68.0
455,KY,2022-01-29,1.0,15.0,48.0
282,KY,2022-01-30,1.0,11.0,37.0
223,KY,2022-01-31,1.0,18.0,57.0
224,KY,2022-02-01,10.0,18.0,70.0
307,KY,2022-02-02,4.0,19.0,57.0
506,KY,2022-02-03,1.0,11.0,44.0
283,KY,2022-02-04,1.0,11.0,42.0
225,KY,2022-02-05,0.0,13.0,43.0
59,KY,2022-02-06,1.0,5.0,27.0
60,KY,2022-02-07,1.0,8.0,48.0
284,KY,2022-02-08,1.0,8.0,40.0
285,KY,2022-02-09,1.0,5.0,43.0
388,KY,2022-02-10,1.0,7.0,31.0
286,KY,2022-02-11,1.0,9.0,36.0
342,KY,2022-02-12,1.0,6.0,31.0
226,KY,2022-02-13,0.0,4.0,25.0
308,KY,2022-02-14,0.0,1.0,30.0
507,KY,2022-02-15,1.0,7.0,30.0
389,KY,2022-02-16,4.0,10.0,33.0
287,KY,2022-02-17,1.0,1.0,33.0
288,KY,2022-02-18,0.0,5.0,23.0
456,KY,2022-02-19,1.0,6.0,20.0
457,KY,2022-02-20,1.0,5.0,22.0
343,KY,2022-02-21,1.0,4.0,23.0
309,KY,2022-02-22,1.0,5.0,22.0
344,KY,2022-02-23,1.0,1.0,22.0
610,KY,2022-02-24,1.0,1.0,15.0
345,KY,2022-02-25,0.0,1.0,15.0
390,KY,2022-02-26,1.0,1.0,14.0
547,KY,2022-02-27,1.0,1.0,10.0
310,KY,2022-02-28,1.0,4.0,21.0
227,KY,2022-03-01,4.0,1.0,14.0
61,KY,2022-03-02,1.0,1.0,14.0
391,KY,2022-03-03,1.0,0.0,14.0
228,KY,2022-03-04,0.0,4.0,17.0
229,KY,2022-03-05,1.0,1.0,13.0
